"","Reservoir","GTT.V..CTC.L.","brCpA","TAC.Bias","TGG.W..GTG.V.","CCG.P..TCT.S.","AGT.S..CGG.R.","TTG.Bias","AGG.Bias","TCA.Bias","UpU","NonBrApA","CGC.R..GTA.V.","brCpC","R.Bias","NonBrCpU","CAA.Bias","GGG.Bias","ACA.T..ATT.I.","brApA","GAA.Bias","TGG.W..TGA.X.","AGA.Bias","CpA","CTC.Bias","brUpU","ApC","NonBrUpG","ACA.Bias","TCT.Bias","TAA.X..AAA.K.","brUpG","UpA","NonBrCpC","GCG.Bias","NonBrApG","NonBrGpU","GpU","GTT.Bias","CpU","brUpC","brUpA","brApC","GpG","I.Bias","TTA.Bias","UpG","GGC.Bias","D.Bias","H.Bias","CGT.Bias","CpC","Y.Bias","X.Bias","ApG","GpA","GTG.Bias","ACT.Bias","T.Bias","brApG","brCpU","F.Bias","V.Bias","CCA.Bias","ATT.Bias","CTT.Bias","S.Bias","brGpC","GpC","N.Bias","W.Bias","brGpA","NonBrGpC","ApA","NonBrCpA","CTA.Bias","CTG.Bias","NonBrGpG","G.Bias","GCA.Bias","AGC.Bias","NonBrCpG","ATA.Bias","CpG","C.Bias","NonBrUpC","K.Bias","GGA.Bias","brApU","P.Bias","E.Bias","Q.Bias","M.Bias","NonBrUpU","CGA.Bias","NonBrUpA","AGT.Bias","UpC","ApU","brGpU","L.Bias","Artiodactyl","Carnivore","Fish","Galloanserae","Insect","Neoaves","Plant","Primate","Pterobat","Rodent","Vespbat"
"146","Rodent",-0.328307862,1.461923968,0.432900433,0.467282539,-9999,0.595349699,0.157407407,0.285234899,0.241090147,0.980936079,0.993247875,-9999,1.248445134,0.050388908,1.408553212,0.414096916,0.30749354,-0.190033677,0.890265827,0.402985075,0.667017436,0.389261745,1.15848789,0.131481481,0.839966106,0.949534767,0.846233461,0.378666667,0.194968553,0.667017436,1.800952771,0.805950495,1.082312078,0.096514745,1.055792436,0.868177927,0.79689531,0.310626703,1.19751095,1.203459451,1.23492833,0.788829808,1.101214076,0.068143389,0.146296296,1.219588345,0.15245478,0.054277984,0.020121745,0.070469799,1.097153403,0.039059858,0.00152,1.073254549,1.152488106,0.313351499,0.36,0.06340886,1.012421616,0.851142336,0.033479878,0.062056138,0.218637993,0.387096774,0.235185185,0.08065607,0.699447868,0.920527059,0.054785255,0.010145418,1.163955437,1.001678343,0.935587781,1.071375807,0.153703704,0.175925926,1.024737157,0.065437944,0.292225201,0.15932914,0.409777504,0.312655087,0.49881352,0.015387217,1.036213499,0.055799797,0.284237726,0.631658743,0.047176192,0.056645249,0.038383497,0.02874535,1.08580622,0.090604027,0.641538312,0.199161426,1.055881235,1.044187434,0.598640725,0.091308759,0.191494880708889,0.382140024687088,0,0,0,0,0,0,0,0.426365094604023,0
"147","Rodent",-9999,1.625620423,0.441441441,0.129211731,-9999,-9999,0.276119403,0.359281437,0.283333333,1.090439928,1.079899551,-9999,1.206305479,0.049379066,1.283603467,0.541284404,0.239766082,0.344335532,0.958381439,0.521327014,0.762908441,0.526946108,1.309103944,0.10199005,0.907057117,0.984474394,1.078664802,0.411428571,0.236666667,0.762908441,1.669275734,0.634042089,1.056747374,0.0703125,1.07917483,0.855972714,0.857083851,0.353535354,1.195055131,1.161337852,0.935415407,0.818415799,1.057789857,0.056475458,0.166666667,1.316567431,0.192982456,0.058840923,0.023063276,0.041916168,1.090870837,0.032820816,0.00118,1.104541721,1.195755489,0.292929293,0.348571429,0.05174453,1.06519449,1.087602115,0.049083383,0.05854524,0.4609375,0.492146597,0.15920398,0.088704908,0.653585619,0.819335031,0.054109994,0.011531638,1.124371962,0.868499144,1.01683666,1.195717727,0.13681592,0.15920398,0.944439815,0.050561798,0.3828125,0.13,0.226403623,0.282722513,0.242582577,0.025724423,1.108436104,0.068302779,0.286549708,0.697963804,0.037847428,0.062389119,0.03222945,0.030751035,1.2222231,0.02994012,0.520811787,0.2,1.101212661,0.907507198,0.800041479,0.118864577,0,0,0,0,0,0,0,0,0,1,0
"148","Artiodactyl",-0.026770241,2.219023898,0.684210526,-0.758661788,0.863554948,-9999,0.227906977,0.212121212,0.172774869,1.10681001,1.26514556,-9999,1.02738552,0.054164957,0.972338019,0.475,0.270935961,-9999,0.893335037,0.268041237,0.621883499,0.090909091,1.31345638,0.23255814,0.953728925,0.973732078,1.058839763,0.19047619,0.141361257,0.621883499,1.875354139,0.601222142,1.110898814,0.153191489,0.909229679,0.958819069,0.936081881,0.276041667,0.929022918,0.560022645,0.966231499,0.547643718,1.103200042,0.048420189,0.051162791,1.350073868,0.45320197,0.050882232,0.024620435,0.143939394,1.081255485,0.023389413,0.000821,0.894261977,0.903625976,0.427083333,0.178571429,0.068937218,0.816068794,0.94773063,0.029954863,0.078785392,0.245714286,0.305084746,0.195348837,0.078375051,0.847475849,1.023127828,0.040623718,0.018875667,0.8227035,1.04586202,1.09319475,0.957241275,0.065116279,0.227906977,0.993161719,0.083299138,0.2,0.12565445,0.549780768,0.186440678,0.723010332,0.011899877,1.083917792,0.036930652,0.093596059,0.676362049,0.071809602,0.039803037,0.032827247,0.02092737,1.281369772,0.068181818,0.507689489,0.115183246,0.888630617,1.07110935,0.864002443,0.088223225,0.222707130568282,0.777292869431718,0,0,0,0,0,0,0,0,0
"149","Plant",0.38884522,1.672594482,0.385786802,-9999,-9999,-9999,0.262260128,0.214689266,0.256198347,1.047816172,1.06677186,-9999,1.181577841,0.034994069,1.332152234,0.533783784,0.185,-0.531933844,0.959662769,0.649230769,0.476390098,0.649717514,1.231129583,0.074626866,1.014903289,0.878886543,1.015486066,0.44966443,0.301652893,0.476390098,1.812838941,0.698883978,0.987517782,0.049019608,0.965065555,0.882879638,0.819172779,0.432525952,1.179467488,1.00102107,0.99717678,0.629141044,0.872666346,0.079280348,0.23880597,1.34977333,0.11,0.057928035,0.018979834,0.033898305,0.986619194,0.038948201,0.000989,1.095553185,1.215560778,0.249134948,0.342281879,0.058916568,1.201221201,0.986988065,0.047844998,0.057137208,0.364864865,0.344139651,0.157782516,0.095689996,0.815903062,1.013932398,0.063266113,0.007908264,1.100905083,1.093075962,1.020609918,1.095952188,0.130063966,0.136460554,0.830588192,0.039541321,0.397058824,0.142561983,0.235336468,0.428927681,0.328340634,0.023329379,1.274232572,0.086990905,0.415,0.702093855,0.029260577,0.064254646,0.029260577,0.032423883,1.094482767,0.062146893,0.572947729,0.183884298,1.144980135,0.977532447,0.621007111,0.092724397,0,0,0,0,0,0,1,0,0,0,0
"150","Plant",0.555299603,1.684058952,0.371980676,-0.003780723,-9999,-9999,0.23655914,0.309677419,0.263374486,1.033287017,1.072362895,-9999,1.204596072,0.030845771,1.385684773,0.61971831,0.161764706,0.051484975,0.97220815,0.663461538,0.491345563,0.612903226,1.210081925,0.08172043,0.995340418,0.877222714,0.980068525,0.447098976,0.327160494,0.491345563,1.829507473,0.72643205,0.951964571,0.034825871,0.909544703,0.858008708,0.79365204,0.390151515,1.238177433,1.062696003,0.978092768,0.582192074,0.948723052,0.08318408,0.279569892,1.335921081,0.147058824,0.060497512,0.017512438,0.019354839,0.958654451,0.04119403,0.000995,1.082301038,1.185377327,0.200757576,0.375426621,0.058308458,1.257547844,1.07705676,0.047761194,0.052537313,0.319727891,0.354066986,0.156989247,0.096716418,0.737732592,1.02979908,0.061094527,0.007960199,1.066295776,1.163877134,1.031591257,1.0675691,0.129032258,0.116129032,0.924979323,0.040597015,0.39800995,0.135802469,0.209825737,0.464114833,0.266742012,0.022885572,1.264280367,0.091542289,0.352941176,0.711878002,0.029253731,0.062089552,0.028258706,0.034228856,1.077257001,0.025806452,0.618654099,0.172839506,1.153026561,0.974482018,0.593787513,0.092537313,0,0,0,0,0,0,1,0,0,0,0
"151","Rodent",0.781413263,2.066176996,0.671052632,0.276253377,-9999,-9999,0.183333333,0.271604938,0.099415205,1.086717464,1.279614073,-9999,1.068130253,0.061062948,1.057708982,0.321428571,0.233830846,-9999,0.943337796,0.244444444,0.646658386,0.104938272,1.159799489,0.245833333,0.910464901,0.879634781,1.069636953,0.140939597,0.269005848,0.646658386,1.841494361,0.506247988,1.136916226,0.146245059,1.218473984,0.821383104,0.752290975,0.206896552,1.133416406,0.692858262,0.787494953,0.532303226,1.102029383,0.047870335,0.020833333,1.349217509,0.427860697,0.053901244,0.015077271,0.12345679,1.13968807,0.028646815,0.00151,1.020275042,1.160098602,0.379310345,0.161073826,0.056162835,0.631186489,1.385716524,0.038447041,0.065586129,0.216931217,0.362204724,0.229166667,0.064455334,0.724857096,0.978456433,0.031662269,0.019977384,1.308881456,1.03315983,1.082070745,0.827717716,0.054166667,0.266666667,0.900307843,0.075763287,0.146245059,0.134502924,0.480430982,0.094488189,0.625340995,0.018092725,1.115507287,0.044101018,0.139303483,0.500165714,0.071240106,0.05088579,0.042216359,0.02751602,1.264667989,0.061728395,0.458641222,0.087719298,0.958006725,1.050396895,0.592120373,0.090463626,0.412073393129629,0.393179252422246,0,0,0,0,0,0.194747354448125,0,0,0
"152","Fish",-9999,1.544238418,0.483333333,0.503526321,-9999,-9999,0.258064516,0.220238095,0.242537313,1.033488844,1.026150898,-9999,1.091730211,0.047244094,1.222647322,0.569230769,0.20952381,-9999,0.849343915,0.484716157,0.828318152,0.470238095,1.270366112,0.137096774,0.980717735,0.846441278,1.189001244,0.413793103,0.212686567,0.828318152,1.504404774,0.558808788,1.056717208,0.094017094,0.922043664,0.727858204,0.738244074,0.148351648,1.11640679,1.344903418,0.594078342,0.701119742,1.023671393,0.060179978,0.14516129,1.315205097,0.142857143,0.052587177,0.026434196,0.053571429,1.051200242,0.033745782,0.00169,1.100872948,1.262385998,0.302197802,0.295566502,0.057086614,1.301700363,1.019424509,0.037964004,0.051181102,0.434782609,0.252336449,0.099462366,0.075365579,0.676376092,0.891516473,0.042744657,0.01856018,1.197841292,0.958261477,0.954190416,1.169712302,0.126344086,0.233870968,0.940836703,0.059055118,0.431623932,0.134328358,0.375459175,0.228971963,0.476596857,0.016029246,1.293289167,0.064679415,0.533333333,0.975985847,0.051743532,0.0643982,0.03655793,0.032339708,1.145705599,0.136904762,0.574773485,0.190298507,1.259582336,1.092558887,0.728246897,0.104611924,0,0,0.818738800096019,0,0,0,0,0,0,0.181261199903981,0
"153","Fish",0.110871883,1.477455119,0.765811966,1.439538876,2.09781085,3.076832623,0.052109181,0.020348837,0.528471528,1.033126133,0.948191661,-9999,0.940212381,0.026380368,0.887638349,0.840557276,0.031446541,-0.115244831,0.875588146,0.916058394,0.234766187,0.430232558,1.429168733,0.425144748,0.891866145,1.084650536,1.04538174,0.744818653,0.110889111,0.234766187,2.353760299,0.567117171,0.71049848,0.016209476,0.493788862,1.608658019,1.292338998,0.213580247,0.913884768,0.753657849,0.616884715,0.895181348,1.052861273,0.06648773,0.064516129,1.471921638,0.192872117,0.039647239,0.031365031,0.25872093,0.778613738,0.044861963,0.000383,1.046534418,0.896489772,0.088888889,0.07253886,0.118404908,1.798971928,1.137955455,0.047009202,0.062116564,0.693773825,0.321799308,0.183622829,0.076763804,0.440898451,0.873945688,0.053374233,0.006441718,0.372247765,1.061303287,0.949425127,1.383966684,0.136476427,0.138130687,1.162713078,0.036579755,0.458852868,0.053946054,0.239322511,0.038062284,0.569537639,0.018558282,1.549908779,0.048466258,0.335429769,1.127565835,0.060352761,0.04202454,0.049539877,0.01702454,1.219107584,0.037790698,0.573803265,0.083916084,1.246695621,0.933816892,0.667521439,0.092714724,0,0,0,0,0,0,1,0,0,0,0
"154","Insect",-0.66720893,1.601234378,0.755905512,0.047939462,0.954106183,0.784400898,0.290953545,0.172535211,0.215625,1.081344708,1.209526864,-9999,0.906359598,0.059601259,1.042946614,0.423611111,0.210900474,-9999,1.011412785,0.473913043,0.693147181,0.066901408,1.189045769,0.161369193,0.895648271,1.179919321,1.177294341,0.254966887,0.159375,0.430837817,1.616377827,0.472576617,0.858078028,0.224431818,0.807947045,1.013535354,0.990560812,0.280851064,0.994147929,0.934486536,0.543890493,0.761910505,0.922101551,0.048478489,0.056234719,1.316157265,0.170616114,0.047848898,0.024344176,0.161971831,0.883845397,0.026652676,0.00042,0.828236382,1.190400646,0.476595745,0.19205298,0.063378804,0.80904761,1.016686741,0.041972718,0.098635887,0.229166667,0.380952381,0.122249389,0.067156348,0.780555944,0.917954134,0.031479538,0.022875131,1.313645248,0.926474837,1.107595692,1.014849366,0.124694377,0.244498778,0.859772856,0.088562434,0.196022727,0.2,0.761632527,0.138528139,0.947467071,0.02455404,1.147813276,0.048688353,0.438388626,0.820444981,0.040293809,0.048268625,0.030220357,0.026862539,1.284531498,0.179577465,0.485740793,0.115625,1.03991433,0.9350716,0.957853527,0.085834208,0,0,0,0,0.80821432357529,0,0,0,0,0.19178567642471,0
"155","Vespbat",-0.236724886,1.738138831,0.547619048,-0.975852993,-9999,-9999,0.212307692,0.268867925,0.257575758,1.039608536,1.140654058,-9999,1.080723902,0.062133646,1.166458515,0.458333333,0.289855072,-0.361325641,0.974085734,0.573684211,0.460153376,0.264150943,1.276712852,0.187692308,1.03534378,1.052235867,1.43691564,0.380165289,0.146464646,0.460153376,1.771289526,0.481259921,1.005677933,0.152542373,0.735581365,0.926496112,0.87094305,0.198555957,1.131404492,0.745396067,0.517389489,0.720020571,1.068579868,0.052168816,0.055384615,1.498344618,0.188405797,0.047479484,0.024325909,0.075471698,1.044311678,0.024618992,0.000293,0.877028771,1.090968742,0.530685921,0.161157025,0.070926143,1.025325017,1.286173606,0.033704572,0.081184056,0.375,0.269662921,0.104615385,0.058030481,0.802091522,0.926284005,0.040152403,0.025498242,1.104961911,0.927739745,1.085902819,1.028752335,0.110769231,0.329230769,0.982848519,0.080890973,0.283898305,0.217171717,0.503298811,0.297752809,0.589172297,0.018171161,1.166458515,0.056565064,0.384057971,0.727954978,0.03985932,0.055685815,0.028135991,0.035756155,1.219744067,0.117924528,0.512101571,0.146464646,0.982694133,0.993411526,0.830126733,0.095252052,0,0,0,0.19722155351093,0,0.194009782104503,0,0.197714768864019,0,0,0.411053895520548
"156","Vespbat",-1.090678475,1.318963068,0.22244489,0.242516718,1.123712942,-9999,0.232508073,0.128767123,0.214002642,0.962576234,1.200375803,-9999,1.078544687,0.036772114,1.36346356,0.601910828,0.064846416,-0.342555156,0.786870221,0.626666667,0.196800269,0.265753425,1.200188586,0.068891281,0.80025091,1.115578135,0.738722057,0.305936073,0.331571995,0.196800269,2.092817091,0.956289931,1.153386532,0.056277056,0.797968626,1.279233249,1.074787052,0.514318442,1.126089212,1.028804067,1.58103948,1.305504261,0.893268082,0.049869031,0.308934338,1.309149689,0.170648464,0.054704816,0.019645376,0.364383562,1.021358094,0.050272013,0.000907,1.000116944,0.856486259,0.156930126,0.503805175,0.066189805,1.344424473,0.732401408,0.050171267,0.087950836,0.301470588,0.535353535,0.264800861,0.076264356,0.981134561,1.207441809,0.055611525,0.01168648,0.566518489,1.357253107,1.035279973,1.277302751,0.07212056,0.052744887,0.940697652,0.059036873,0.292929293,0.07661823,0.487364373,0.313131313,0.50735231,0.030626637,0.703805287,0.053495869,0.131399317,0.532638384,0.041104171,0.037779569,0.031634092,0.022869232,0.993593978,0.071232877,0.641095406,0.262879789,0.773938639,0.91325512,0.568256305,0.093592585,0.177909580748924,0,0,0,0,0,0,0.177868863583925,0.181025801110221,0,0.463195754556929
"157","Vespbat",0.255898944,1.612579879,0.431771894,0.728380395,-9999,-9999,0.166666667,0.152849741,0.209612817,0.935704819,1.226403039,-9999,0.867710607,0.038634771,1.261178876,0.542372881,0.063464837,0.514591518,0.910967762,0.5725,0.099834324,0.259067358,1.202298561,0.146666667,0.759196566,1.07371048,0.840044637,0.255474453,0.267022697,0.099834324,2.096191991,0.839966717,0.93140622,0.082543978,0.870743379,1.220427826,1.035502053,0.382519864,1.173970854,0.939406982,1.394693188,0.926333107,0.917706963,0.046842158,0.151111111,1.356268767,0.255574614,0.053047743,0.020918827,0.284974093,0.882082326,0.04914423,0.000901,0.963529248,0.924663228,0.214528944,0.462773723,0.068561706,1.1063511,1.0384601,0.048043239,0.088179361,0.313225058,0.467948718,0.307777778,0.074967471,0.843166259,1.126584889,0.053147833,0.01181063,0.692307583,1.238942596,1.076365379,1.09646855,0.098888889,0.128888889,0.872834043,0.058352517,0.299052774,0.109479306,0.480384478,0.241452991,0.629289343,0.030727655,0.94242782,0.051946752,0.212692967,0.548249479,0.043138825,0.040036032,0.035431889,0.022019818,1.014044697,0.064766839,0.60824139,0.201602136,0.929649694,0.904099029,0.583614117,0.090081073,0.188786084061012,0,0,0,0,0,0,0.189023103626688,0.189604090610846,0,0.432586721701454
"158","Rodent",-9999,1.747439475,0.506666667,-0.528844129,-9999,-9999,0.238562092,0.303482587,0.257425743,1.131066927,1.11207124,-9999,1.146968556,0.058600583,1.276023913,0.516483516,0.222972973,0.194598199,1.014412504,0.587677725,0.465804589,0.388059701,1.250952267,0.133986928,1.267986524,0.922339171,1.274769179,0.365384615,0.103960396,0.465804589,1.681457122,0.514472283,1.17448331,0.128712871,0.803048215,0.893286209,0.818332854,0.181818182,1.191071403,0.935581152,0.509093405,0.704768407,1.077674997,0.050728863,0.068627451,1.38231901,0.182432432,0.044606414,0.022157434,0.049751244,1.141097354,0.021865889,0.000292,1.014030001,1.087755663,0.424242424,0.197115385,0.060641399,1.253915589,1.247441535,0.034402332,0.07696793,0.371794872,0.32183908,0.114379085,0.058892128,0.690771797,0.965991139,0.035276968,0.025947522,0.940436692,1.073484829,1.092920807,1.014315756,0.163398693,0.281045752,0.964716624,0.086297376,0.240924092,0.198019802,0.416005257,0.287356322,0.494153883,0.018658892,1.126635748,0.060349854,0.489864865,0.596679368,0.04548105,0.061516035,0.026530612,0.033236152,1.243024566,0.07960199,0.55217805,0.207920792,1.006393084,0.936119292,0.703517668,0.089212828,0,0,0,0,0,1,0,0,0,0,0
"159","Vespbat",1.173352608,1.272000396,0.423913043,-0.542248536,-9999,-9999,0.152671756,0.235741445,0.25,0.951875413,0.925615543,-9999,1.21274225,0.050344564,1.269950261,0.537313433,0.337164751,-0.220244652,1.00437971,0.44140625,0.719204976,0.342205323,1.201823612,0.185114504,0.8110368,0.861400962,0.938010726,0.320809249,0.231092437,0.719204976,1.816293323,0.750384611,1.02014375,0.044117647,1.062599419,0.851346692,0.780991244,0.247557003,1.158826212,1.190993243,0.94364995,0.720503721,1.075450432,0.073315467,0.166030534,1.265001783,0.199233716,0.053790199,0.021056662,0.079847909,1.057763213,0.035222052,0.00172,1.124036663,1.145150053,0.286644951,0.36416185,0.066232772,1.119165441,1.035952703,0.033882083,0.058767228,0.268608414,0.375979112,0.166030534,0.091117917,0.843173355,0.989830986,0.039050536,0.012825421,1.100196535,1.023886742,0.942194513,1.196904095,0.160305344,0.169847328,1.009390979,0.049961715,0.464705882,0.174369748,0.430329211,0.248041775,0.489966338,0.018568147,1.133259744,0.044984686,0.264367816,0.825693706,0.059150077,0.049004594,0.051301685,0.024310873,1.073157105,0.125475285,0.690973401,0.157563025,1.114296751,1.082070116,0.605431108,0.100306279,0.199987392725603,0.200917929645405,0,0,0,0,0,0.199843309589633,0.399251368039359,0,0
"160","Vespbat",0.561063595,1.701339851,0.430769231,-0.344035009,0.630419341,-9999,0.296875,0.301886792,0.226361032,0.995696483,0.971950132,-9999,1.176552169,0.058774605,1.219859508,0.366071429,0.375609756,0.214594118,0.904853908,0.375634518,0.802738491,0.490566038,1.187562407,0.151041667,0.874785619,0.863542806,1.055988186,0.284210526,0.249283668,0.802738491,1.340269479,0.640356445,1.206652545,0.057471264,1.153117361,0.704723924,0.784852836,0.222222222,1.215482437,1.256799637,0.738542632,0.514814652,1.142163665,0.065428334,0.114583333,1.18020781,0.131707317,0.05988356,0.021624619,0.028301887,1.176725244,0.036041031,0.00139,1.175391772,1.30991638,0.352657005,0.352631579,0.052675353,1.111187862,1.32752862,0.044358192,0.057388411,0.237288136,0.283898305,0.138020833,0.096756307,0.575038347,0.695646096,0.041585805,0.016357083,1.315586966,0.723318253,0.926423111,0.985358844,0.098958333,0.200520833,1.016393153,0.056833934,0.373563218,0.106017192,0.346759312,0.377118644,0.386670817,0.017466038,1.353204474,0.058497366,0.365853659,0.813226718,0.04907125,0.054616024,0.031050735,0.025505961,1.112636948,0.070754717,0.62953732,0.12034384,1.283009239,1.025561193,0.886639809,0.106459662,0,0.19931344861275,0,0,0,0,0,0,0,0,0.80068655138725
"161","Vespbat",0.81731298,1.714761905,0.46875,-0.362114667,-0.252590753,-9999,0.269129288,0.323383085,0.183908046,0.991420742,1.008721839,-9999,1.080622355,0.055740433,1.197109246,0.470588235,0.339805825,1.33776732,0.917347006,0.338308458,0.803187977,0.452736318,1.160799528,0.150395778,0.914358262,0.851557659,1.005751675,0.303867403,0.281609195,0.803187977,1.288477368,0.649387376,1.194485564,0.11627907,1.147058575,0.768068566,0.819064831,0.172727273,1.178267448,1.320789319,0.716643132,0.501762716,1.138849431,0.067110372,0.145118734,1.128782894,0.121359223,0.059622851,0.023017194,0.049751244,1.148348973,0.035496395,0.001386578,1.163498896,1.301845971,0.359090909,0.29281768,0.050194121,1.096686032,1.24154196,0.045479756,0.061009429,0.2,0.314049587,0.121372032,0.096505824,0.544044211,0.678424653,0.041042707,0.016084304,1.302314662,0.708770368,0.948450095,0.936432748,0.134564644,0.179419525,1.004836258,0.057127011,0.313953488,0.08908046,0.370616566,0.32231405,0.478145035,0.016638935,1.383703197,0.058790904,0.334951456,0.834678471,0.048530227,0.055740433,0.033000555,0.024403771,1.092161604,0.104477612,0.657758247,0.135057471,1.326965123,1.024891909,0.863114647,0.105102607,0,0.198590121832152,0,0,0,0,0,0,0,0,0.801409878167848
"162","Artiodactyl",-9999,1.198945382,0.439759036,-0.093818755,-9999,-9999,0.179261863,0.184818482,0.2265625,0.962816197,0.947147317,-9999,1.208448753,0.05778032,1.226481533,0.519685039,0.244776119,-0.027268165,0.8699824,0.501754386,0.723150654,0.231023102,1.176056975,0.193321617,0.649115311,0.91544275,0.921556973,0.369863014,0.169270833,0.723150654,1.902537991,0.770484378,1.065488955,0.11002445,0.950487766,0.918230052,0.811123653,0.272131148,1.095025351,1.226388688,1.033789452,0.912931905,1.084667977,0.063691838,0.147627417,1.260515007,0.146268657,0.043859649,0.020022883,0.099009901,1.095227235,0.031655225,0.00172,1.061015108,1.145617626,0.219672131,0.298630137,0.069603356,1.152965306,0.927698033,0.033562166,0.058161709,0.303571429,0.383233533,0.165202109,0.073226545,0.702999659,0.946861415,0.038520214,0.01201373,1.032024889,1.038151943,0.921782618,1.177734942,0.154657293,0.159929701,1.018293759,0.063882532,0.371638142,0.182291667,0.530834974,0.209580838,0.59052777,0.017925248,1.028357593,0.035659802,0.36119403,0.954501765,0.064073227,0.054347826,0.048436308,0.025362319,1.170911927,0.188118812,0.681586352,0.200520833,1.052021482,1.109609303,0.585144846,0.108504958,0,0.202608234500048,0,0,0,0,0,0.1987362597628,0.397975725580947,0,0.200679780156205
"163","Vespbat",-0.333692786,1.990193678,0.389162562,0.289911728,-9999,-9999,0.360047847,0.16918429,0.213414634,1.04699262,1.312434811,-9999,0.948107604,0.036409636,1.179537889,0.550522648,0.051324503,-0.905331883,0.76807916,0.599415205,0.192296711,0.287009063,1.380391439,0.072966507,0.878598523,1.269835554,0.828463657,0.315608919,0.317073171,0.192296711,2.064300734,0.827902955,1.114774539,0.046511628,0.856961944,1.327458226,1.130418566,0.538975501,1.024616878,0.734541723,1.55036082,1.215300341,0.92887702,0.04795952,0.153110048,1.345689579,0.195364238,0.056649434,0.019249808,0.350453172,1.007041365,0.044659553,0.00066,0.954489548,0.842974928,0.187082405,0.430531732,0.064129359,1.12429079,0.755748964,0.054889451,0.098779012,0.338278932,0.559633028,0.267942584,0.072159278,0.913645014,1.074289803,0.058629414,0.01198988,0.560296232,1.146239418,1.0906032,1.236474563,0.061004785,0.08492823,0.904116421,0.066439336,0.284436494,0.070121951,0.406908097,0.259174312,0.508632073,0.032339677,0.758729777,0.055769442,0.09602649,0.426053355,0.037069629,0.037619624,0.031569684,0.019579804,1.099976486,0.066465257,0.505991144,0.262195122,0.737335441,0.813341848,0.638219372,0.09195908,0.198799846235599,0,0,0,0,0,0,0.199885242009339,0.198638732800434,0,0.402676178954628
"164","Artiodactyl",0.275745883,1.406917328,0.411764706,0.445074246,-9999,-9999,0.174863388,0.260869565,0.329896907,1.012178311,1.013055747,-9999,1.19851284,0.040452261,1.124731287,0.6,0.204968944,0.056184207,0.953598559,0.671428571,0.431817957,0.360248447,1.283779636,0.084699454,0.86117622,0.922926217,1.014327277,0.487704918,0.24742268,0.431817957,1.795308548,0.830797763,0.910623067,0.024630542,0.828937641,0.84682369,0.819180858,0.344660194,1.033396331,0.883393269,1.152160599,0.808869901,1.039440485,0.087688442,0.289617486,1.326514458,0.310559006,0.056281407,0.025125628,0.124223602,0.966019535,0.042713568,0.00101,0.988704381,1.005225149,0.213592233,0.31147541,0.061306533,1.166738531,0.937589175,0.047236181,0.051758794,0.518248175,0.35243553,0.128415301,0.073115578,1.035534758,1.230724469,0.060301508,0.01080402,0.816376815,1.288551795,0.985303899,1.267257401,0.161202186,0.161202186,0.996563045,0.040452261,0.463054187,0.12371134,0.418597335,0.444126074,0.470928101,0.027638191,1.041235951,0.077135678,0.223602484,0.841649232,0.034422111,0.052763819,0.037688442,0.029145729,1.12380075,0.142857143,0.701956058,0.147766323,0.961336999,1.073435294,0.702698334,0.091959799,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909
"165","Pterobat",0.540633337,1.73534348,0.281914894,-9999,0.30759649,-9999,0.253484321,0.198675497,0.164823009,0.990743193,1.34837506,-9999,0.899171018,0.035037513,1.388924033,0.397142857,0.036954087,-1.055710673,0.630541132,0.475510204,0.224824231,0.218543046,1.275426484,0.054006969,0.708719182,1.254548967,0.66248226,0.28610729,0.340707965,0.224824231,2.317557803,0.903263213,1.047262846,0.059267241,0.985698202,1.255503113,1.042293587,0.64516129,1.162999365,0.839672144,1.850379379,1.405146179,0.869971073,0.049578467,0.179442509,1.347923811,0.170212766,0.060252146,0.018640266,0.381898455,0.93109235,0.043622863,0.000619,0.951272301,0.878344483,0.139260425,0.551581843,0.05623018,0.891081446,0.761433143,0.062108438,0.098306133,0.306220096,0.641185647,0.395470383,0.069920334,1.05424262,1.269833598,0.053909815,0.012994044,0.629734625,1.389890575,1.066923364,1.229621871,0.059233449,0.058362369,0.904633435,0.069069534,0.237068966,0.101769912,0.411781014,0.226209048,0.490366025,0.033954676,0.639387366,0.058009127,0.0806271,0.460538868,0.03233042,0.037899296,0.027070926,0.019877794,1.088523806,0.041942605,0.479345386,0.279867257,0.687542973,0.867524655,0.52459323,0.088792637,0.397738047056093,0,0,0,0,0,0,0.201037011459769,0.201880432352267,0,0.199344509131871
